"shape_id","route_id","via_variant","trp_direction","trip_headsign"
"4650028","465","_ou","Outbound","Danvers Square via Peabody Square & Malls"
"4650029","465","1","Inbound","Salem Depot via North & Margin"
"470103","47","8","Outbound","Central Square, Cambridge via Longwood & Boston Medical Center"
"470104","47","8","Inbound","Broadway Station via Boston Medical Center"
"470105","47","3","Outbound","Central Square, Cambridge via Longwood & Boston Medical Center"
"470106","47","3","Inbound","Boston Medical Center via Dudley Station"
"500026","50","_","Outbound","Cleary Square via Roslindale Square"
"500027","50","_","Inbound","Forest Hills Station via Roslindale Square"
"5010047","501","_","Inbound","Downtown via Mass. Pike (Express)"
"5010048","501","1","Inbound","Downtown via Mass. Pike (Express)"
"5010049","501","3","Inbound","Downtown via Mass. Pike (Express)"
"5010054","501","_ou","Outbound","Brighton via Mass. Pike (Express)"
"5010055","501","1","Outbound","Brighton via Mass. Pike (Express)"
"5020017","502","_","Inbound","Copley Square via Newton Corner & Mass. Pike (Express)"
"5020031","502","_","Outbound","Watertown via Newton Corner & Mass. Pike (Express)"
"5030025","503","_","Inbound","Copley Square via Oak Square & Mass. Pike (Express)"
"5030026","503","_ou","Outbound","Brighton Center via Mass. Pike & Cambridge St. (Express)"
"5030027","503","1","Inbound","Copley Square via Mass. Pike (Express)"
"5030034","503","1ou","Outbound","Brighton Center via Mass. Pike & Oak Square (Express)"
"5040031","504","2","Inbound","Downtown via Copley Square & Newton Corner & Mass. Pike (Express)"
"5040040","504","_","Inbound","Downtown via Newton Corner & Mass. Pike (Express)"
"5040049","504","2ou","Outbound","Watertown via Copley Square & Newton Corner & Mass. Pike (Express)"
"5040050","504","_","Outbound","Watertown via Newton Corner & Mass. Pike (Express)"
"5050035","505","1","Inbound","Downtown via Mass. Pike (Express)"
"5050036","505","_","Inbound","Downtown via Mass. Pike (Express)"
"5050038","505","_ou","Outbound","Central Square via Waltham & Mass. Pike (Express)"
"5050039","505","1ou","Outbound","Central Square via Waltham & Mass. Pike (Express)"
"510060","51","1","Inbound","Forest Hills Station via Putterham"
"510062","51","_","Outbound","Cleveland Circle via Putterham"
"510063","51","_","Inbound","Forest Hills Station via Putterham"
"510064","51","9ou","Outbound","Union Sq, Allston via Reservoir"
"510065","51","9","Inbound","Forest Hills via Reservoir"
"520092","52","_","Outbound","Charles River via Parker St."
"520093","52","4","Outbound","Charles River via Parker St. & Newton Corner"
"520138","52","6","Outbound","Charles River via Winchester St."
"520144","52","7","Inbound","Watertown Yard via Winchester St."
"520145","52","1","Outbound","Dedham Mall via Parker St."
"520146","52","1","Inbound","Watertown Yard via Parker St."
"520147","52","7","Outbound","Dedham Mall via Winchester St."
"520148","52","5","Inbound","Watertown Yard via Parker St."
"520149","52","4","Inbound","Watertown Yard via Parker St."
"520150","52","_","Inbound","Watertown Yard via Parker St."
"520151","52","5","Outbound","Dedham Mall via Parker St."
"550026","55","_","Outbound","Queensberry St. via Ipswich St."
"550039","55","1ou","Outbound","Queensberry St. via Copley Station"
"550048","55","_","Inbound","Copley Station via Ipswich St."
"550050","55","1","Inbound","Park St. & Tremont St. via Copley Station"
"5530071","553","7","Outbound","Roberts via West Newton"
"5530076","553","7","Inbound","Newton Corner via West Newton"
"5530077","553","1ou","Outbound","Waltham via Copley & Newton (Express)"
"5530078","553","1","Inbound","Downtown via Newton Corner & Copley (Express)"
"5530079","553","_","Outbound","Roberts via Newton Corner & Mass. Pike (Express)"
"5530080","553","_","Inbound","Downtown via Newton Corner & Mass. Pike (Express)"
"5540041","554","_","Outbound","Waverley via Newton Corner & Mass. Pike (Express)"
"5540042","554","_","Inbound","Downtown via Newton Corner & Mass. Pike (Express)"
"5540043","554","2","Outbound","Waverley via Trapelo Rd. & Mass. Pike (Express)"
"5540044","554","2","Inbound","Downtown via Trapelo Rd. & Mass. Pike (Express)"
"5560031","556","7","Outbound","Highlands Waltham via Central Square"
"5560032","556","7","Inbound","Newton Corner via Central Square"
"5560033","556","_","Inbound","Downtown via Newton Corner & Mass. Pike (Express)"
"5560034","556","_","Outbound","Waltham Highland via Newton Corner & Mass. Pike (Express)"
"5580055","558","7ou","Outbound","Riverside via Bemis"
"5580056","558","_","Inbound","Downtown via Newton Corner & Mass. Pike (Express)"
"5580057","558","7","Inbound","Newton Corner via Bemis"
"5580058","558","_ou","Outbound","Riverside via Newton Corner & Mass. Pike (Express)"
"570058","57","_","Outbound","Watertown Yard via Brighton"
"570062","57","4","Inbound","Kenmore Station"
"570090","57","_","Inbound","Kenmore Station via Brighton"
"570111-1","57","G","Inbound","Ruggles via Kenmore"
"570111-2","08","D","Outbound","Ruggles"
"570113","57","8","Outbound","Watertown Yard via Kenmore Station"
"57A0031","57A","_","Outbound","Oak Square via Brighton"
"57A0032","57A","_","Inbound","Kenmore Station via Brighton"
"590018","59","2","Inbound","Watertown Square via Needham St."
"590028","59","_","Outbound","Needham Junction via Highland Ave."
"590029","59","_","Inbound","Watertown Square via Highland Ave."
"590030","59","2","Outbound","Needham Junction via Needham St."
"600062","60","3","Inbound","Brookline Village via Route 9"
"600077","60","3","Outbound","Chestnut Hill Mall via Cypress St."
"600080","60","4","Outbound","Chestnut Hill Mall via Cypress St."
"600087","60","_ou","Outbound","Chestnut Hill Mall via Cypress St."
"600088","60","_","Inbound","Kenmore Station via Cypress St."
"600089","60","2ou","Outbound","Chestnut Hill Mall via Cypress St."
"600090","60","2","Inbound","Kenmore Station via Cypress St."
"620063","62","8","Inbound","Alewife Station"
"620067","62","3","Outbound","Bedford V.A. via Lexington Center"
"620068","62","4","Outbound","Bedford Center via Lexington Center"
"620069","62","8","Outbound","Lexington Center via Arlington Heights"
"620073","62","4","Inbound","Alewife Station via Lexington Center"
"620074","62","3","Inbound","Alewife Station via Lexington Center"
"6270030","627","","Inbound","Alewife"
"6270032","627","","Outbound","Bedford V.A. via  Hanscomb A.F.B."
"640077","64","6","Outbound","Oak Square via North Beacon St."
"640078","64","_","Inbound","Central Square via North Beacon St."
"640082","64","6","Inbound","Kendall/MIT via North Beacon St. & Central Square"
"640085","64","_","Outbound","Oak Square via North Beacon St."
"640086","64","3","Outbound","Faneuil Square via North Beacon St."
"650061","65","_","Inbound","Kenmore Station via Washington St."
"650062","65","_ou","Outbound","Brighton Center via Washington St."
"660085","66","6","Inbound","Dudley Station via Allston"
"660086","66","6","Outbound","Harvard Square via Allston"
"660088","66","5","Outbound","Brighton Center via Brookline"
"660095","66","7","Inbound","Dudley Station via Allston"
"660097-1","57","E","Inbound","Franklin Pk via Union Sq"
"660097-2","66","C","Inbound","Franklin Pk via Dudley"
"660097-3","23","E","Inbound","Franklin Pk"
"660099-1","57","F","Inbound","Dudley via Union Sq"
"660099-2","66","B","Inbound","Dudley"
"660101-1","23","G","Inbound","Watertown Yard via Dudley"
"660101-2","66","B","Outbound","Watertown Yard via Union Sq"
"660101-3","57","C","Outbound","Watertown Yard"
"670031","67","4","Inbound","Alewife Station & Arlington Center"
"670036","67","4ou","Outbound","Turkey Hill & Arlington Center"
"680035","68","_","Inbound","Kendall/MIT via Broadway"
"680036","68","_","Outbound","Harvard Square via Broadway"
"690074","69","_","Outbound","Harvard Station via Cambridge St."
"690078","69","_","Inbound","Lechmere Station via Cambridge St."
"690079","69","1","Inbound","Lechmere Station via Cambridge St."
"700164","70","6","Inbound","Central Square, Cambridge via Arsenal St."
"700165","70","5","Inbound","Central Square, Cambridge via Arsenal St."
"700166","70","8","Inbound","Central Square, Cambridge via Arsenal St."
"700167","70","3","Inbound","Central Square, Cambridge via Arsenal St."
"700169","70","5","Outbound","Cedarwood via Watertown & Waltham"
"700170","70","8","Outbound","Waltham Center via Watertown"
"700171","70","6","Outbound","Market Place Drive via Watertown & Waltham"
"700172","70","2","Outbound","Watertown Square"
"700173","70","3","Outbound","Waltham Center via Watertown"
"7010055","701","1","Inbound","Boston Medical Center (Limited Stops)"
"7010057","701","_","Inbound","Boston Medical Center (Limited Stops)"
"7010058","701","_","Outbound","Central Square (Limited Stops)"
"7080058","708","1ou","Outbound","Beth Israel (Limited Stops)"
"7080059","708","_","Inbound","Andrew Station (Limited Stops)"
"7080061","708","2","Inbound","Andrew Station (Limited Stops)"
"7080062","708","2ou","Outbound","Boston Medical Center (Limited Stops)"
"7080063","708","1","Inbound","Andrew Station (Limited Stops)"
"7080064","708","_ou","Outbound","Beth Israel (Limited Stops)"
"70A0057","70A","1","Inbound","Central Square, Cambridge via Arsenal St."
"70A0058","70A","4","Inbound","Central Square, Cambridge via Arsenal St."
"70A0061","70A","4","Outbound","North Waltham via Watertown & Totten Pond Rd."
"70A0062","70A","1","Outbound","North Waltham via Watertown & Trapelo Rd."
"7100016","710","4","Outbound","Highland/Doonan (No Mall)"
"7100022","710","3","Outbound","Highland/Doonan"
"7100023","710","_","Outbound","Highland/Doonan"
"7100025","710","1","Outbound","Highland/Doonan"
"7100027","710","2","Outbound","Meadow Glen Mall"
"7100031","710","1","Inbound","Super Stop & Shop"
"7100032","710","_","Inbound","Wellington Station"
"7100033","710","4","Inbound","Wellington Station (No Mall)"
"710030","71","_","Outbound","Watertown Square via Mt. Auburn St."
"710031","71","1","Outbound","Watertown Square via Mt. Auburn St."
"710036","71","2","Outbound","Watertown Square via Mt. Auburn St."
"710043","71","1","Inbound","Harvard Station via Mt. Auburn St."
"710044","71","_","Inbound","Harvard Station via Mt. Auburn St."
"710045","71","2","Inbound","Harvard Station via Mt. Auburn St."
"7120039","712","1","Outbound","Winthrop Beach via Highlands"
"7120040","712","_","Outbound","Point Shirley via Highlands"
"7120041","712","1","Inbound","Orient Heights via Highlands"
"7120042","712","_","Inbound","Orient Heights via Highlands"
"7120043","712","2","Outbound","Point Shirley via Highlands"
"7120044","712","3","Outbound","Winthrop Beach via Highlands"
"7120045","712","2","Inbound","Orient Heights via Highlands"
"7120046","712","3","Inbound","Orient Heights via Highlands"
"7130020","713","1","Inbound","Orient Heights via Winthrop Ctr"
"7130021","713","_","Inbound","Orient Heights via Winthrop Ctr"
"7130022","713","_","Outbound","Point Shirley via Winthrop Ctr"
"7130023","713","1","Outbound","Winthrop Beach via Winthrop Ctr"
"7130028","713","2","Inbound","Orient Heights via Winthrop Ctr"
"7130029","713","2","Outbound","Point Shirley via Winthrop Ctr"
"7130030","713","3","Outbound","Winthrop Beach via Winthrop Ctr"
"7130031","713","3","Inbound","Orient Heights via Winthrop Ctr"
"7140001","714","1","Inbound","Station Street via Hull Medical Ctr"
"7140002","714","_","Outbound","Pemberton Point, Hull"
"7140003","714","2","Outbound","Pemberton Point via Washington Blvd"
"7140004","714","1","Outbound","Pemberton Point via Hull Medical Ctr"
"7140005","714","_","Inbound","Station Street, Hingham"
"7140006","714","2","Inbound","Station Street via Washington Blvd"
"7160001","716","_","Outbound","Cobbs Corner, Canton"
"7160006","716","_","Inbound","Mattapan Station"
"720047","72","_","Outbound","Huron Ave. via Concord Ave."
"720048","72","_","Inbound","Harvard Station via Concord Ave."
"720049","72","6","Inbound","Cambridge St. at Felton St."
"7250036","725","","Inbound","Harvard Square via Huron Ave."
"7250037","725","","Outbound","Belmont Center via Huron Ave."
"730082","73","_","Outbound","Waverley Square via Mt. Auburn"
"730085","73","1","Outbound","Waverley Square via Mt. Auburn"
"730096","73","2","Outbound","Waverley Square via Mt. Auburn"
"730100","73","1","Inbound","Harvard Station via Mt. Auburn"
"730101","73","_","Inbound","Harvard Station via Mt. Auburn"
"730102","73","2","Inbound","Harvard Station via Mt. Auburn"
"730103","73","4","Inbound","Harvard Station via Mt. Auburn"
"740035","74","_","Outbound","Belmont Center via Concord"
"740036","74","_","Inbound","Harvard Station via Concord Ave."
"7410021","741","_ou","Outbound","Logan Airport"
"7410022","741","_","Inbound","South Station"
"7410023","741","2","Inbound","South Station"
"7420015","742","1","Inbound","South Station"
"7420016","742","_","Outbound","Drydock"
"7420017","742","3","Outbound","Drydock"
"7420037","742","_","Inbound","South Station"
"7420038","742","3","Inbound","South Station"
"7420039","742","1","Outbound","Drydock"
"7430008","743","_","Outbound","Chelsea"
"7430009","743","_","Inbound","South Station"
"7430010","743","1","Inbound","South Station"
"7460006","746","_","Inbound","South Station"
"7460007","746","_","Outbound","Silver Line Way"
"7470030","747","_","Outbound","Sullivan via Kendall/MIT (Limited Stops)"
"7470031","747","_","Inbound","Ruggles via Kendall/MIT (Limited Stops)"
"7490022","749","_ou","Outbound","Dudley Station"
"7490023","749","_","Inbound","Downtown"
"750029","75","_","Outbound","Belmont Center via 700 Huron"
"750030","75","_","Inbound","Harvard via 700 Huron"
"7510024","751","_ou","Outbound","Dudley Station"
"7510025","751","_","Inbound","South Station"
"7510027","751","1ou","Outbound","Dudley Station"
"760060","76","4","Inbound","Alewife Station via Lexington Center"
"760061","76","3","Inbound","Alewife Station via Lexington Center"
"760062","76","_","Inbound","Alewife Station via Lexington Center"
"760074","76","_ou","Outbound","Hanscom Civil Airport via Lexington Center"
"760075","76","3ou","Outbound","Hanscom Civil Airport via Lexington Center"
"760076","76","4ou","Outbound","Five Forks via Lexington Center"
"770057","77","4","Inbound","Harvard Station via Mass. Ave."
"770097","77","_","Inbound","Harvard Station via Mass. Ave."
"770099","77","4","Outbound","North Cambridge"
"770103","77","_","Outbound","Arlington Heights via Mass. Ave."
"780086","78","2","Inbound","Harvard Station via Blanchard"
"780087","78","1","Inbound","Harvard Station via Park Circle & Blanchard"
"780088","78","1","Outbound","Arlmont Village via Park Circle & Blanchard"
"780089","78","2","Outbound","Arlington Heights via Park Circle"
"790038","79","_","Inbound","Alewife Station"
"790040","79","1","Inbound","Alewife Station"
"790043","79","_","Outbound","Arlington Heights via Mass. Ave."
"800058","80","_","Outbound","Arlington Center via Hillside"
"800061","80","_","Inbound","Lechmere Station via Hillside"
"810_0004","810_","","West","B - Boston College"
"810_0005","810_","","East","Lechmere"
"810t0003","810t","","West","B - Boston College"
"810t0004","810t","","East","Lechmere"
"813_0003","813_","","West","B - Boston College"
"813_0004","813_","","East","Park Street Station"
"813t0003","813t","","East","Park Street Station"
"813t0004","813t","","West","B - Boston College"
"830065","83","1","Outbound","Rindge Ave. via Porter Square"
"830067","83","2","Outbound","Rindge Ave. via Porter Square"
"830069","83","1","Inbound","Central Square via Porter Square"
"830_0003","830_","","West","C - Cleveland Circle"
"830_0004","830_","","East","Lechmere"
"830t0005","830t","","East","Lechmere"
"830t0006","830t","","West","C - Cleveland Circle"
"831_0008","831_","","West","C - Cleveland Circle"
"831_0009","831_","","East","North Station"
"831t0008","831t","","East","North Station"
"831t0009","831t","","West","C - Cleveland Circle"
"840033","84","1","Inbound","Alewife Station via Route 2"
"840034","84","2","Inbound","Alewife Station via Route 2"
"840037","84","1","Outbound","Arlmont Village via Route 2"
"840038","84","2","Outbound","Arlmont Village via Route 2"
"840_0004","840_","","West","D - Reservoir"
"840_0005","840_","","East","Lechmere"
"840t0004","840t","","West","D - Reservoir"
"840t0005","840t","","East","Lechmere"
"842_0007","842_","","East","Government Center"
"842t0007","842t","","East","Government Center"
"850054","85","_","Outbound","Spring Hill via Union Square"
"850055","85","_","Inbound","Kendall/MIT via Union Square"
"852_0012","852_","","East","Government Center"
"852_0013","852_","","West","D - Riverside"
"852t0013","852t","","East","Government Center"
"852t0014","852t","","West","D - Riverside"
"860087","86","_ou","Outbound","Sullivan Station via Harvard"
"860091","86","_","Inbound","Cleveland Circle via Harvard"
"870113","87","_","Outbound","Clarendon Hill via Davis"
"870114","87","_","Inbound","Lechmere via Union Square"
"870115","87","2","Outbound","Arlington Center via Davis"
"870116","87","2","Inbound","Lechmere via Davis"
"880056","88","1","Outbound","Clarendon Hill via Highland"
"880097","88","_","Outbound","Clarendon Hill via Highland"
"880105","88","3","Inbound","Davis Square Station via Holland"
"880109","88","_","Inbound","Lechmere via Highland"
"880_0012","880_","","East","Lechmere"
"880_0016","880_","","West","E - Heath Street"
"880t0014","880t","","East","Lechmere"
"880t0016","880t","","West","E - Heath Street"
"882_0008","882_","we","West","E - Heath Street"
"882t0008","882t","we","West","E - Heath Street"
"890030","89","_","Inbound","Sullivan Station via Broadway"
"890031","89","2","Inbound","Sullivan Station via Broadway"
"890040","89","1","Inbound","Sullivan Station via Broadway"
"890065","89","2","Outbound","Davis Square via Broadway"
"890066","89","_","Outbound","Clarendon Hill via Broadway"
"890068","89","4","Outbound","Clarendon Hill via Broadway & Davis"
"899_0005","899_","","West","Mattapan"
"899_0008","899_","","East","Ashmont"
"900038","90","_","Inbound","Wellington via Sullivan & Assembly"
"900039","90","_","Outbound","Davis Square via Assembly & Sullivan"
"903_0017","903_","","North","Oak Grove"
"903_0018","903_","","South","Forest Hills"
"910055","91","_","Outbound","Sullivan"
"910063","91","_","Inbound","Central"
"913_0010","913_","","South","Forest Hills"
"920098","92","3","Inbound","Downtown via Main St."
"920099","92","3","Outbound","Sullivan Station via Main St."
"920100","92","_","Inbound","Haymarket Square via Main St."
"920101","92","_","Outbound","Sullivan Station via Main St."
"920102","92","1","Inbound","Downtown via Main St."
"920103","92","1","Outbound","Assembly via Sullivan"
"930049","93","_","Inbound","Haymarket via Bunker Hill"
"930060","93","4","Inbound","Haymarket via Bunker Hill"
"930088","93","1","Inbound","Downtown via Bunker Hill"
"930089","93","2","Inbound","Downtown via Navy Yard"
"930097","93","_","Outbound","Sullivan via Bunker Hill"
"930098","93","1","Outbound","Sullivan via Bunker Hill"
"930099","93","2","Outbound","Sullivan via Navy Yard"
"931_0009","931_","","South","Ashmont"
"931_0010","931_","","North","Alewife"
"933_0009","933_","","South","Braintree"
"933_0010","933_","","North","Alewife"
"934_0001","934_","","North","Alewife"
"940059","94","1","Inbound","Davis Square Station via West Medford"
"940064","94","1","Outbound","Medford Square via West Medford"
"940066","94","2","Outbound","Medford Square via West Medford"
"946_0009","946_","","East","Wonderland"
"946_0010","946_","","West","Bowdoin"
"946_0013","946_","","West","Bowdoin"
"946_0014","946_","","East","Wonderland"
"948_0003","948_","","West","Bowdoin"
"948_0005","948_","","West","Bowdoin"
"950057","95","2","Outbound","West Medford via High St."
"950060","95","5","Outbound","Winthrop St. & Brooks St. via Medford Square"
"950090","95","_","Inbound","Sullivan Station via Mystic"
"950093","95","_","Outbound","West Medford via Mystic"
"950094","95","2","Inbound","Fellsway Garage via High St."
"950097","95","5","Inbound","Fellsway Garage via Winthrop"
"960052","96","_","Inbound","Harvard Station via Davis Square"
"960053","96","1","Inbound","Davis Square via George St."
"960056","96","1","Outbound","Medford Square via George St."
"960057","96","_","Outbound","Medford Square via Davis Square"
"970023","97","5","Outbound","Malden Station via Gateway Center & Hancock St."
"970024","97","5","Inbound","Wellington Station via Hancock St. & Gateway Center"
"990056","99","7","Inbound","Wellington Station via Malden Station"
"990060","99","8","Inbound","Wellington via Gateway Center"
"990061","99","1","Inbound","Malden Station via Highland Ave."
"990067","99","7","Outbound","Woodland Rd via Malden Station"
"990068","99","8","Outbound","Woodland Rd via Gateway Center & Malden Station"
